mesh,work_id,publication_year
D001714,2889568119,2018
D001714,2889568119,2018
D001523,2894955961,2018
D001523,2894955961,2018
D001523,2846020950,2018
D008607,2810872044,2018
D001289,2797637280,2018
D000856,2886768149,2018
D001289,2905839481,2018
D003865,2898013086,2018
D003865,2898013086,2018
D019964,2900518515,2018
D001523,2902900935,2018
D012559,2889570369,2018
D001068,2903583564,2018
D003865,2943514137,2018
D012559,2907481495,2018
D001523,2902804186,2018
D001523,2902804186,2018
D001523,2802693162,2018
D001523,2892026844,2018
D001289,2790053270,2018
D001068,2790053270,2018
D001289,4229983836,2018
D001523,2797464047,2018
D001523,2789617651,2018
D001523,2886525578,2018
D001068,2906351674,2018
D008607,2807555997,2018
D001523,2887176087,2018
D019964,2907366520,2018
D012559,2907366520,2018
D012559,2906677963,2018
D012559,2899690887,2018
D008607,2792864480,2018
D001289,2800292090,2018
D003865,2792569638,2018
D000856,2790229239,2018
D000856,2803351947,2018
D003865,2792698726,2018
D001714,2891267733,2018
D001523,2793219687,2018
D012559,2902326582,2018
D012559,2809550504,2018
D012559,2809550504,2018
D003865,2895490275,2018
D012559,2888447734,2018
D012559,2804562505,2018
D001523,2793523539,2018
D012559,2801886253,2018
D012559,2801886253,2018
D003865,2890277023,2018
D001714,2807485597,2018
D001289,2807485597,2018
D012559,2904338322,2018
D001714,2904338322,2018
D001523,2887362378,2018
D052018,2805353240,2018
D000856,2805353240,2018
D001068,2893073473,2018
D003865,2801724856,2018
D019964,2898633958,2018
D001523,2898633958,2018
D012559,2898633958,2018
D001008,2931336043,2018
D019955,2891238904,2018
D012559,2883772523,2018
D012559,2883772523,2018
D001523,2810261834,2018
D001523,2811052441,2018
D001008,2781710618,2018
D008607,2801405537,2018
D003865,2884229864,2018
D019955,2884229864,2018
D001321,2888741274,2018
D001321,2888741274,2018
D001321,2898491349,2018
D001008,2898591517,2018
D001008,2898591517,2018
D001523,2805372280,2018
D008607,2805372280,2018
D001289,2905507067,2018
D001523,2792138502,2018
D008607,2899142078,2018
D001321,2894496459,2018
D001714,2895684762,2018
D008607,2901244054,2018
D001523,2795837063,2018
D012559,2789944094,2018
D003865,2791856898,2018
D008607,2790209829,2018
D001523,2890211333,2018
D001523,2892159349,2018
D001523,2892159349,2018
D003865,3044898792,2018
D001321,2801826397,2018
D001714,2789318933,2018
D012559,2884377586,2018
D012559,2896589442,2018
D001523,2793678822,2018
D001523,2783588389,2018
D001289,2887843106,2018
D001008,2796119634,2018
D008607,2895357010,2018
D001289,2791110764,2018
D012559,2802202879,2018
D012559,2802202879,2018
D001523,2889341618,2018
D001289,2791625397,2018
D008607,2885597034,2018
D001523,2787353454,2018
D001523,2787353454,2018
D003865,2898550281,2018
D012559,2808490437,2018
D003865,2888937142,2018
D003865,2888937142,2018
D019964,2837091891,2018
D012559,2837091891,2018
D001008,2837091891,2018
D008607,2793136642,2018
D001321,2793136642,2018
D003865,2791748543,2018
D008607,2902351216,2018
D001008,2786303844,2018
D001523,2889312073,2018
D001714,2889837063,2018
D001523,2806303925,2018
D003865,2782993555,2018
D001008,2799422557,2018
D003865,2799422557,2018
D019964,2808119485,2018
D003865,2801726233,2018
D008607,2902311328,2018
D001523,2797170913,2018
D008607,2898834479,2018
D001289,2789022349,2018
D003865,2950504346,2018
D012559,2804425661,2018
D003865,2795220399,2018
D003865,2795220399,2018
D012559,2800604227,2018
D003865,2782024988,2018
D001321,2808214907,2018
D001523,2783838535,2018
D001523,2883257928,2018
D012559,2793935388,2018
D001008,2781825858,2018
D001523,2787057745,2018
D012559,2789962900,2018
D001523,2899338714,2018
D001008,2892238780,2018
D019964,2892238780,2018
D001523,2797521571,2018
D012559,2798188413,2018
D019964,2810685221,2018
D001289,2883892298,2018
D001289,2883892298,2018
D012559,2806727800,2018
D012559,2791619100,2018
D008607,2857716089,2018
D008607,2915206178,2018
D012559,2804132281,2018
D001523,2797643726,2018
D001321,2892017158,2018
D001008,2794821358,2018
D001523,2891055432,2018
D001523,2810502674,2018
D001523,2798065166,2018
D001068,2901515747,2018
D019964,2888130177,2018
D001523,2805362609,2018
D001523,2787793875,2018
D012559,2863929450,2018
D001523,2886214114,2018
D008607,2897068042,2018
D001523,2784678321,2018
D003865,2791126217,2018
D001289,2898164389,2018
D001523,2898156587,2018
D001523,2898156587,2018
D012559,2795171964,2018
D001523,2791427547,2018
D001523,2791427547,2018
D012559,2792533115,2018
D012559,2792533115,2018
D012559,2904974411,2018
D003865,2889121537,2018
D008607,2905999763,2018
D001523,2809885120,2018
D001523,2793920345,2018
D001523,2806380018,2018
D012559,2789592652,2018
D001068,2806886310,2018
D001068,2806886310,2018
D003865,2792922649,2018
D001008,2792922649,2018
D012559,2894586336,2018
D012559,2886154055,2018
D001289,2808924952,2018
D003865,2791029332,2018
D001523,2891350447,2018
D001289,2803422533,2018
D001523,2805707693,2018
D001289,2901922810,2018
D012559,2883789515,2018
D012559,2883789515,2018
D001068,2783542001,2018
D001523,2903619255,2018
D003865,2905758074,2018
D003865,2902349219,2018
D000856,2883706019,2018
D001523,2902392303,2018
D001523,2902392303,2018
D001289,2791449369,2018
D001523,2789539109,2018
D003865,2790436794,2018
D001008,2790436794,2018
D019964,2882978171,2018
D001523,2897282594,2018
D001523,2897282594,2018
D012559,2809502366,2018
D001523,2892645964,2018
D001523,2784021182,2018
D001523,2903223051,2018
D001321,2902745638,2018
D001068,2792628845,2018
D008607,2793690419,2018
D001523,2797781833,2018
D012559,2794447615,2018
D012559,2793904502,2018
D012559,2793904502,2018
D001008,2807530798,2018
D001289,2810339787,2018
D019964,2804853086,2018
D012559,2903817743,2018
D001523,2905126113,2018
D008607,2902940055,2018
D001523,2808847193,2018
D012559,2901166889,2018
D001523,2793786682,2018
D001523,2793786682,2018
D001714,2809939490,2018
D003865,2809939490,2018
D012559,2939549022,2018
D001523,2781657320,2018
D012559,2883587659,2018
D001714,2886086280,2018
D001523,2799916168,2018
D001523,2799916168,2018
D012559,2885937624,2018
D008607,2883874654,2018
D008607,2883874654,2018
D001068,2890999625,2018
D012559,2935258142,2018
D001289,2792284229,2018
D008607,2889454232,2018
D001523,2894524353,2018
D001523,2894524353,2018
D000856,2893085204,2018
D000856,2893085204,2018
D001714,2884690727,2018
D008607,2896447758,2018
D001523,2896447758,2018
D012559,2768073105,2018
D012559,2804152737,2018
D001008,2787295022,2018
D012559,2978024248,2018
D003865,2789595360,2018
D003865,2789595360,2018
D001523,2790736377,2018
D001523,2790736377,2018
D001523,2899511399,2018
D012559,2894456390,2018
D000856,2889956229,2018
D001523,2795849840,2018
D012559,2797047348,2018
D012559,2797047348,2018
D003865,2810926521,2018
D001289,2887108160,2018
D001714,2801397006,2018
D001714,2793768361,2018
D012559,2793768361,2018
D001008,2904777777,2018
D001523,2802779485,2018
D001008,2901398248,2018
D012559,2810662856,2018
D001068,2903315927,2018
D001523,2885282241,2018
D003865,2782264603,2018
D001523,2782264603,2018
D001523,2797071337,2018
D001714,4242571421,2018
D001523,2900963908,2018
D001008,2793023719,2018
D001289,2887094092,2018
D008607,2894743005,2018
D003865,2890452330,2018
D003865,2890452330,2018
D008607,2790479787,2018
D001008,2804598038,2018
D008607,2888529535,2018
D001523,2790172713,2018
D001523,2884062456,2018
D001523,2792819625,2018
D001523,2792819625,2018
D003865,2886309064,2018
D001714,2792711898,2018
D012559,2792711898,2018
D001068,2789355496,2018
D012559,2901641037,2018
D001008,2795465326,2018
D001523,2807125501,2018
D001714,2891385757,2018
D001523,2891221040,2018
D008607,2891221040,2018
D012559,2790231385,2018
D001289,2916396188,2018
D001008,2800840039,2018
D001008,2800840039,2018
D003865,2790556778,2018
D001008,2902375714,2018
D008607,2799702687,2018
D008607,2799702687,2018
D012559,2889224132,2018
D012559,2792870896,2018
D001289,2802386870,2018
D001523,2802562343,2018
D001008,2898245750,2018
D012559,2809395855,2018
D012559,2809395855,2018
D001523,2901440678,2018
D001523,2889912633,2018
D001523,2810978991,2018
D001068,2887388800,2018
D001714,2792797619,2018
D001523,2806442163,2018
D001289,2801768603,2018
D001523,2922564183,2018
D012559,2900527459,2018
D000856,2894739501,2018
D052018,2894739501,2018
D001008,2806204255,2018
D001523,2885956639,2018
D001523,2911540305,2018
D001289,2803436534,2018
D001523,2884335486,2018
D012559,2904903067,2018
D003865,2808995673,2018
D003865,2808995673,2018
D003865,2896681908,2018
D001523,2804895472,2018
D001321,2811412005,2018
D001321,2811412005,2018
D012559,2897587071,2018
D012559,2897587071,2018
D001523,2791998174,2018
D001523,2791998174,2018
D001008,2810982760,2018
D001523,2900793984,2018
D001523,2807053462,2018
D012559,2801345269,2018
D001008,2884580460,2018
D001714,2905385458,2018
D012559,2889309138,2018
D019964,2802173176,2018
D003865,2894052741,2018
D001523,2897105565,2018
D001289,2800244867,2018
D001714,2895588666,2018
D001714,2895588666,2018
D001523,2801503790,2018
D001008,2811360809,2018
D052018,2903358879,2018
D003865,2899816509,2018
D001714,2899816509,2018
D001523,2799354033,2018
D001523,2886045528,2018
D001523,2903599840,2018
D000856,2789514429,2018
D001523,2898555523,2018
D008607,2794608361,2018
D008607,2794608361,2018
D001714,2783544465,2018
D001523,2908160660,2018
D008607,2906489077,2018
D001523,2807569634,2018
D001523,2790502910,2018
D003865,2789506189,2018
D008607,2883700071,2018
D001289,2902567372,2018
D001008,2803598718,2018
D001523,2898860034,2018
D001523,2898860034,2018
D001714,2793190889,2018
D001289,2805815913,2018
D001523,2886754020,2018
D001289,2794376744,2018
D001289,2794376744,2018
D019964,2893816905,2018
D012559,2810790352,2018
D001523,2887217472,2018
D001008,2908362736,2018
D001523,2895731856,2018
D001714,2792073033,2018
D001008,2792073033,2018
D001008,2792993134,2018
D001008,2896027036,2018
D001714,2827756480,2018
D012559,2888398116,2018
D001523,2788961250,2018
D001523,2800986658,2018
D001523,2883936141,2018
D001523,2807230405,2018
D001523,2894542576,2018
D001523,2902277755,2018
D012559,2790737230,2018
D012559,2811453507,2018
D001289,2800347546,2018
D001321,2791511855,2018
D012559,2793138860,2018
D012559,2795652441,2018
D012559,2795652441,2018
D001289,2816161722,2018
D012559,2885669922,2018
D001523,2796493623,2018
D001289,2901490881,2018
D001289,2901490881,2018
D003865,2810203845,2018
D003865,2810203845,2018
D001008,2889046387,2018
D008607,2801480199,2018
D001523,2788260170,2018
D012559,2795419847,2018
D001523,2886895755,2018
D001523,2785957654,2018
D001523,2785957654,2018
D001523,2907469610,2018
D003865,2889431277,2018
D001008,2889431277,2018
D001523,2785711437,2018
D001523,2902857925,2018
D012559,2797583926,2018
D012559,2809496677,2018
D001289,2789770886,2018
D019964,2883275747,2018
D001008,2808129767,2018
D001523,2897260323,2018
D001523,2782647227,2018
D001714,2800316202,2018
D001714,2800316202,2018
D003865,2902713880,2018
D001714,2902713880,2018
D008607,2791291601,2018
D008607,2790881136,2018
D008607,2809235300,2018
D001523,2904858121,2018
D012559,2885389433,2018
D001523,2885523216,2018
D001289,2808650619,2018
D019964,2908703589,2018
D001008,2903430066,2018
D001714,2799485498,2018
D001289,2900482941,2018
D001289,2900482941,2018
D001523,2893953380,2018
D001523,2893953380,2018
D001523,2889016952,2018
D003865,2888933686,2018
D003865,2888933686,2018
D012559,2792121414,2018
D001068,2801882208,2018
D001523,2883260828,2018
D001523,2791661985,2018
D008607,2790395649,2018
D003865,2895257051,2018
D003865,2895257051,2018
D012559,2897711130,2018
D001289,2896576270,2018
D001289,2892384762,2018
D001289,2892384762,2018
D012559,2904430700,2018
D001714,2899514622,2018
D019964,2791197878,2018
D019964,2791197878,2018
D001321,2799661928,2018
D001321,2799661928,2018
D001714,2784269663,2018
D001714,2784269663,2018
D001289,2839909474,2018
D019955,2783723110,2018
D001523,2888105088,2018
D012559,2790610544,2018
D001321,2897781853,2018
D019964,2885889171,2018
D008607,2806959792,2018
D001008,2898132987,2018
D012559,2889080060,2018
D001523,2875797025,2018
D012559,2789686209,2018
D001523,2804306283,2018
D003865,2899166841,2018
D001714,2899166841,2018
D008607,2901064301,2018
D001523,2811125189,2018
D012559,2885427412,2018
D012559,2885427412,2018
D001523,2884964885,2018
D001523,2885364498,2018
D003865,2886409838,2018
D003865,2886409838,2018
D001523,2898890365,2018
D012559,2903131851,2018
D012559,2799365795,2018
D001008,2780069879,2018
D012559,2884584546,2018
D012559,2791440972,2018
D001523,2896750148,2018
D001321,2800039438,2018
D001523,2788003782,2018
D008607,2889061023,2018
D008607,2889061023,2018
D001523,2791458981,2018
D012559,2800414105,2018
D001523,2806326350,2018
D012559,2886578081,2018
D001714,2907945514,2018
D001714,2907945514,2018
D001714,2789332625,2018
D012559,2801881807,2018
D001008,2906647662,2018
D001523,2889301911,2018
D012559,2791739412,2018
D001289,2902705006,2018
D012559,2809463127,2018
D003865,2901835156,2018
D001714,2905989340,2018
D001289,2900536617,2018
D012559,2899975029,2018
D001523,2789124288,2018
D001523,2884942721,2018
D003865,2810401461,2018
D003865,2810401461,2018
D001523,2805822671,2018
D001289,2795949066,2018
D012559,2895599024,2018
D001714,2895599024,2018
D003865,2895599024,2018
D019964,2885433835,2018
D001008,2899908286,2018
D019964,2899908286,2018
D001068,2807063707,2018
D001523,2903834808,2018
D003865,2801615266,2018
D001523,2894565412,2018
D012559,2810817084,2018
D001523,2920711593,2018
D001523,2920711593,2018
D001523,2797774814,2018
D001523,2896309838,2018
D001714,2895691602,2018
D008607,2802064897,2018
D001068,2903278581,2018
D001068,2903278581,2018
D001289,2807139760,2018
D001289,2807139760,2018
D001523,2788922496,2018
D012559,2889886504,2018
D001523,2902196432,2018
D001289,2898480888,2018
D001523,2793178728,2018
D001523,2807983577,2018
D001523,2799492142,2018
D001523,2904247144,2018
D001523,2904247144,2018
D001523,2811502340,2018
D008607,2788308201,2018
D008607,2788308201,2018
D003865,2810779194,2018
D003865,2810779194,2018
D001523,2892594336,2018
D001321,2801078746,2018
D001523,2794820221,2018
D001008,2804297955,2018
D001714,2804297955,2018
D008607,2804121313,2018
D001714,2791373071,2018
D012559,2809567684,2018
D001523,2790372490,2018
D012559,2800862716,2018
D012559,2800862716,2018
D012559,2905262222,2018
D001523,2811225610,2018
D008607,2792387638,2018
D008607,2792387638,2018
D001523,2898378066,2018
D001523,2782326402,2018
D001523,2891478803,2018
D001523,2789335246,2018
D001289,2886602436,2018
D001321,2892234938,2018
D001289,2897958452,2018
D001289,2795118385,2018
D001289,2791693293,2018
D019955,2787179934,2018
D019955,2787179934,2018
D012559,2887186140,2018
D012559,2887186140,2018
D001523,2897190519,2018
D003865,2901825487,2018
D001714,2901825487,2018
D001523,2890892270,2018
D003865,2797440378,2018
D012559,2808604062,2018
D008607,2915301175,2018
D000856,2900021218,2018
D001714,2803444227,2018
D012559,2801644518,2018
D001714,2898105045,2018
D012559,2843605210,2018
D001523,2894044209,2018
D019955,2804109347,2018
D001523,2884652628,2018
D019955,2795149282,2018
D008607,2904378356,2018
D012559,2887229786,2018
D003865,2887229786,2018
D008607,2888441406,2018
D001068,2803733442,2018
D001068,2784105128,2018
D001523,2900294452,2018
D012559,2935002567,2018
D001068,4234125670,2018
D001068,4234125670,2018
D001008,2890953753,2018
D001523,2797115372,2018
D019964,2886649157,2018
D001523,2898962481,2018
D001523,2905490586,2018
D001008,2897556312,2018
D003865,2800333212,2018
D012559,2801632555,2018
D008607,2804833230,2018
D012559,2913659395,2018
D012559,2949548602,2018
D001714,2949548602,2018
D012559,2949504286,2018
D012559,2891430785,2018
D012559,2901332926,2018
D001523,2894864871,2018
D001523,2951684820,2018
D003865,2801923889,2018
D003865,2781632187,2018
D003865,2781632187,2018
D001523,2896129200,2018
D012559,2794307241,2018
D012559,2884350929,2018
D001523,2793294412,2018
D001523,2793294412,2018
D001289,2900793542,2018
D001008,2784334732,2018
D003865,2784334732,2018
D001523,2977907352,2018
D001523,2977907352,2018
D000856,2784050360,2018
D012559,2800498915,2018
D001523,2809070025,2018
D001068,2782440057,2018
D008607,2797042415,2018
D008607,2900388200,2018
D001289,2791346563,2018
D001289,2791346563,2018
D012559,2886305117,2018
D003865,2888904791,2018
D003865,2888904791,2018
D000856,2908257415,2018
D001289,2809810489,2018
D001289,2801532546,2018
D001714,2801532546,2018
D001523,2902052681,2018
D008607,2906687305,2018
D001523,2889409879,2018
D001008,2904751930,2018
D001289,2794844661,2018
D003865,2811123641,2018
D001008,2892207868,2018
D008607,2892207868,2018
D012559,2797279841,2018
D012559,2797279841,2018
D019964,2900628218,2018
D008607,2884058165,2018
D012559,2901266236,2018
D012559,2908384824,2018
D003865,2783273155,2018
D019263,2783273155,2018
D001714,2783273155,2018
D001523,2892911434,2018
D001321,2896747595,2018
D001523,2796097039,2018
D001289,2892046127,2018
D001289,2805377569,2018
D001523,2806518618,2018
D001714,2902456364,2018
D012559,2902456364,2018
D001523,2899520395,2018
D001008,2805444823,2018
D001523,2898150061,2018
D001523,2898150061,2018
D008607,2903441320,2018
D001523,2790182433,2018
D001714,2793914758,2018
D003865,2809454048,2018
D001321,2908034634,2018
D001523,2809833649,2018
D003865,2801428063,2018
D003865,2801428063,2018
D019964,2808448496,2018
D001523,2949658336,2018
D012559,2800580232,2018
D003865,2800580232,2018
D003865,2800580232,2018
D003865,2900554206,2018
D012559,2900519364,2018
D012559,2897353604,2018
D001008,2783466750,2018
D012559,2794223637,2018
D001321,2887541694,2018
D001321,2887541694,2018
D001289,2901148750,2018
D001068,2886931322,2018
D008607,2901584842,2018
D008607,2899923068,2018
D001008,2803855275,2018
D001321,2898342479,2018
D012559,2801505155,2018
D012559,2783293262,2018
D001714,2783293262,2018
D001289,2729782039,2018
D001714,2799583417,2018
D001714,2802408996,2018
D001523,2799538451,2018
D001289,2793147776,2018
D003865,2800170344,2018
D001289,2904537552,2018
D008607,2890977764,2018
D001008,2905184293,2018
D001008,2792490971,2018
D001523,2809595813,2018
D012559,2896048882,2018
D012559,2883560291,2018
D001714,2883560291,2018
D012559,2809195649,2018
D001523,2790249888,2018
D001008,2907886201,2018
D012559,2809612868,2018
D003865,2908005566,2018
D001714,2908005566,2018
D001289,2888135471,2018
D001068,2809466459,2018
D001523,2807056079,2018
D012559,2791366627,2018
D012559,2791366627,2018
D001523,2886750325,2018
D001523,2793189784,2018
D001714,2805168608,2018
D003865,2805168608,2018
D012559,2805168608,2018
D012559,2886135244,2018
D012559,2810277203,2018
D001523,2911468790,2018
D001523,2875868192,2018
D008607,2904064413,2018
D001523,2904188182,2018
D001523,2904188182,2018
D008607,2889297627,2018
D001523,2808910922,2018
D019964,2782876210,2018
D019964,2782876210,2018
D012559,2782876210,2018
D001523,2900455066,2018
D012559,2890664143,2018
D003865,2890228464,2018
D003865,2897651050,2018
D003865,2887490045,2018
D001714,2792626953,2018
D003865,2900552088,2018
D001714,2900552088,2018
D012559,2884344313,2018
D003865,2902565975,2018
D012559,2902565975,2018
D001714,2902565975,2018
D012559,2810554199,2018
D012559,2805264232,2018
D012559,2805264232,2018
D003865,2797680207,2018
D012559,2796616676,2018
D001008,2897531544,2018
D008607,2789964983,2018
D008607,2795605728,2018
D001523,2807854152,2018
D001523,2902638915,2018
D001523,2791524414,2018
D001008,2897285832,2018
D003865,2895784446,2018
D008607,2893387635,2018
D001289,2796000715,2018
D001523,2796000715,2018
D001321,2791390968,2018
D001321,2792897165,2018
D001714,2898204983,2018
D012559,2782943472,2018
D003865,2889425550,2018
D001068,2781863294,2018
D001008,2781863294,2018
D001523,2808672124,2018
D003865,2898294522,2018
D001714,2898294522,2018
D001523,2789598529,2018
D001523,2789598529,2018
D001714,2901178455,2018
D001289,2801518860,2018
D001008,2889379514,2018
D001068,2802396661,2018
D012559,2890866600,2018
D001289,2799646806,2018
D003865,2888659919,2018
D003865,2888659919,2018
D012559,2885078383,2018
D012559,2885078383,2018
D001523,2793128037,2018
D001008,2899918337,2018
D008607,2886916909,2018
D012559,2793122571,2018
D012559,2884129854,2018
D001008,2791508221,2018
D001714,2893953981,2018
D012559,2893953981,2018
D003865,2893953981,2018
D012559,2795370507,2018
D001321,2808580868,2018
D001321,2798061648,2018
D012559,2782433136,2018
D001714,2800007339,2018
D001523,2901933828,2018
D000856,2792008371,2018
D001008,2809325527,2018
D001289,2902863074,2018
D003865,2795710072,2018
D001523,2896819996,2018
D008607,2896819996,2018
D001289,2790176863,2018
D001714,2788650728,2018
D008607,2899890583,2018
D001321,2790401465,2018
D001289,2891453815,2018
D001321,2891453815,2018
D001714,2889320016,2018
D001289,2851386847,2018
D001523,2897309206,2018
D001068,2799304501,2018
D001523,2781835430,2018
D001714,2795587209,2018
D001523,2782851612,2018
D001523,2782851612,2018
D001523,2801727517,2018
D001321,2904363080,2018
D008607,2803748972,2018
D001714,2889328574,2018
D001008,2805537559,2018
D003865,2782593501,2018
D001523,2883551646,2018
D001289,2792912712,2018
D001289,2792912712,2018
D001523,2830486509,2018
D012559,2797914970,2018
D001289,2906983624,2018
D001523,2800463358,2018
D008607,2801175358,2018
D008607,2801175358,2018
D001523,2891498196,2018
D003865,2902808050,2018
D001289,2802815532,2018
D001321,2895400014,2018
D001008,2884772119,2018
D000856,2889243009,2018
D001523,2889309127,2018
D008607,2869762499,2018
D001523,2883608678,2018
D001523,2899368278,2018
D001523,2801569405,2018
D001523,2908303238,2018
D019964,2851970005,2018
D001289,2799610523,2018
D001523,2886104292,2018
D003865,2794108061,2018
D001523,2799648270,2018
D008607,2807990734,2018
D001321,2807990734,2018
D001068,2883144343,2018
D001068,2883144343,2018
D001008,2889082270,2018
D012559,2801352902,2018
D000856,2789390142,2018
D019964,2792954295,2018
D000856,2810870095,2018
D001068,2810870095,2018
D003865,2791453560,2018
D001289,2793080349,2018
D003865,2796940952,2018
D001289,2800459269,2018
D001523,2791140920,2018
D001523,2789502044,2018
D019263,2789502044,2018
D001289,2804799750,2018
D001289,2904548749,2018
D001523,2902152106,2018
D001523,2902152106,2018
D001289,2885247020,2018
D001289,2885247020,2018
D001289,2885247020,2018
D003865,2882987804,2018
D001008,2885300943,2018
D001523,2885300943,2018
D008607,2811235600,2018
D012559,2949008962,2018
D003865,2883658851,2018
D019964,2809235530,2018
D012559,2886367104,2018
D001321,2789995028,2018
D001321,2789995028,2018
D012559,2800856080,2018
D001289,2807299092,2018
D001008,2883416460,2018
D003865,2891003198,2018
D003865,2891003198,2018
D012559,2795770252,2018
D001523,2886652575,2018
D001321,2899440573,2018
D012559,2895430080,2018
D001523,2835797184,2018
D001523,2781948188,2018
D003865,2794785123,2018
D001523,2885491854,2018
D001523,2845439667,2018
D003865,2802909891,2018
D008607,2795805013,2018
D012559,2833332694,2018
D001008,2802753821,2018
D001008,2904971735,2018
D001008,2904971735,2018
D001523,2898135573,2018
D001289,2796993188,2018
D001289,2796993188,2018
D012559,2900468938,2018
D001068,2902450440,2018
D008607,2884491816,2018
D008607,2884491816,2018
D001523,2884491816,2018
D001068,2808381702,2018
D001523,2806315483,2018
D003865,2903190519,2018
D008607,2902838441,2018
D001523,2905268999,2018
D001714,2905252176,2018
D012559,2899564227,2018
D001289,2789855508,2018
D001321,2789855508,2018
D001008,2789855508,2018
D012559,2805458074,2018
D001523,2859443356,2018
D001289,2799359062,2018
D001289,2799359062,2018
D001068,2798261312,2018
D001068,2798261312,2018
D001289,2810640320,2018
D001289,2810640320,2018
D001289,2810640320,2018
D001523,2793500023,2018
D001523,2888101603,2018
D012559,2903682904,2018
D001068,2772117693,2018
D001523,2781495520,2018
D001714,2902615045,2018
D001289,2900619072,2018
D001523,2897103886,2018
D001523,2863932029,2018
D012559,2809291065,2018
D001523,2900193298,2018
D001523,2900193298,2018
D001289,2790216598,2018
D001523,2807400261,2018
D001289,2900324747,2018
D001289,2900324747,2018
D001523,2822298048,2018
D012559,2792124870,2018
D001523,2803860709,2018
D001523,2803860709,2018
D052018,2789327654,2018
D000856,2789327654,2018
D001523,2795925893,2018
D001523,2795925893,2018
D001523,2892253317,2018
D012559,2782420711,2018
D012559,2889214783,2018
D001321,2887748538,2018
D001523,2907986494,2018
D001523,2907986494,2018
D001008,2977243521,2018
D001523,2897567375,2018
D012559,2801098743,2018
D012559,2795849297,2018
D001008,2804490018,2018
D001523,2808654382,2018
D012559,2802892414,2018
D001523,2793113489,2018
D001523,2906752752,2018
D001523,2886889647,2018
D001068,2897360448,2018
D001068,2897360448,2018
D001523,2794097113,2018
D001523,2898973079,2018
D019964,2789574521,2018
D001068,2883012068,2018
D012559,2787639468,2018
D001008,2808799661,2018
D001321,2902448071,2018
D000856,2886065763,2018
D001523,2884231923,2018
D012559,2885951893,2018
D001714,2887048633,2018
D001008,2810387850,2018
D001523,2905772251,2018
D012559,2884480452,2018
D001523,2789528342,2018
D001008,2796226250,2018
D001523,2911838324,2018
D019955,2795128347,2018
D012559,2791167876,2018
D012559,2801295276,2018
D012559,2902660218,2018
D012559,2902660218,2018
D001008,2888566663,2018
D001714,2804767205,2018
D012559,2789850091,2018
D001523,2781589096,2018
D012559,2887205875,2018
D012559,2906027174,2018
D001714,2791419018,2018
D012559,2791419018,2018
D000856,2897792087,2018
D001523,2886189760,2018
D001008,2810976892,2018
D001321,2795072727,2018
D001714,2883274463,2018
D012559,2808071855,2018
D012559,2889553122,2018
D001523,2893703246,2018
D001523,2903364940,2018
D001523,2903364940,2018
D001523,2467544166,2018
D001008,2899419008,2018
D001714,2806399695,2018
D001289,2805446745,2018
D001008,2807449401,2018
D001523,2790618615,2018
D001523,2902306224,2018
D001523,2893689668,2018
D001523,2791817548,2018
D052018,2898966048,2018
D000856,2898966048,2018
D001714,2792108131,2018
D001714,2792108131,2018
D019964,2784021012,2018
D001321,2889151799,2018
D001321,2889151799,2018
D003865,2904488020,2018
D001321,2897022452,2018
D001289,2788790305,2018
D001068,2800569511,2018
D001068,2800569511,2018
D012559,2889271113,2018
D012559,2889271113,2018
D001321,2799849376,2018
D001321,2802853167,2018
D001289,2800861148,2018
D012559,2795755983,2018
D012559,2795755983,2018
D008607,2897716466,2018
D001289,2808061004,2018
D003865,2897445681,2018
D012559,2793585472,2018
D001523,2904136953,2018
D001523,2792981353,2018
D001714,2903763485,2018
D012559,2903763485,2018
D008607,2789737492,2018
D001714,2791191356,2018
D001523,2890718063,2018
D001523,2907985153,2018
D001523,2885389209,2018
D012559,2900134890,2018
D001714,2802119600,2018
D001523,2903769857,2018
D001714,2886861119,2018
D008607,2800898203,2018
D012559,2791389093,2018
D001523,2797922378,2018
D001289,2788331498,2018
D001523,2808705823,2018
D012559,2904772735,2018
D001289,2790887745,2018
D012559,2809442695,2018
D012559,2897708838,2018
D012559,2897708838,2018
D008607,2890656531,2018
D001523,2890656531,2018
D001714,2889992792,2018
D008607,2894022962,2018
D003865,2900318166,2018
D001714,2900318166,2018
D001321,2801116518,2018
D001289,2902312139,2018
D001714,2904726664,2018
D001523,2808248546,2018
D001289,2782036129,2018
D001523,2785061155,2018
D003865,2809752679,2018
D003865,2783803927,2018
D012559,2886534159,2018
D012559,2886534159,2018
D001068,2902475223,2018
D001008,2904706031,2018
D012559,2790600730,2018
D001523,2904258006,2018
D001523,2912923805,2018
D003865,2861514874,2018
D008607,2875891884,2018
D001523,2791622939,2018
D019955,2793251188,2018
D019955,2793251188,2018
D001523,2787571758,2018
D003865,2899445727,2018
D012559,2901327038,2018
D001068,2800222877,2018
D000856,2800222877,2018
D001523,2800672804,2018
D001068,2788740989,2018
D001068,2788740989,2018
D012559,2797410000,2018
D003865,2802728464,2018
D001068,2888326635,2018
D008607,2810174916,2018
D001523,2950176133,2018
D001523,2950176133,2018
D012559,2801608121,2018
D001289,2801608121,2018
D001321,2801608121,2018
D019955,2784910896,2018
D001289,2890815392,2018
D001289,2810023105,2018
D001289,2810023105,2018
D003865,2791740941,2018
D003865,2796424377,2018
D052018,2800840387,2018
D052018,2800840387,2018
D001289,2903340806,2018
